18,0,50
33,50,50
30,0,35
0,110,90
100,0,65
92,0,43
114,100,55
0,0,58
35,12,39
25,35,35
45,45,45
96,117,66
27,35,45
0,0,50
40,50,50
118,0,55
40,0,25
0,0,75
45,0,45
90,90,70
0,76,52
38,38,23
0,0,69
0,36,45
0,0,85
0,0,45
67,0,55
0,0,9
45,45,45
0,27,48
45,45,45
45,0,63
45,0,45
18,38,27
0,18,65
80,80,41
60,63,45
52,77,50
0,81,33
6,51,36
115,0,90
0,0,45
21,54,54
0,12,62
0,88,58
0,0,51
170,3,90
60,112,92
138,148,93
51,11,25
33,0,35
46,110,71
24,0,45
45,0,45
77,6,71
116,116,53
0,0,46
0,0,50
115,80,68
0,0,34
0,0,35
0,100,100
0,0,80
0,0,53
101,44,89
69,0,63
63,0,75
80,101,71
0,92,92
89,104,58
0,101,59
30,0,30
0,62,28
51,51,51
0,0,39
10,35,50
0,45,45
20,0,27
104,0,104
0,73,55
9,0,54
50,122,122
42,92,92
85,91,85
50,80,60
0,80,80
35,85,75
21,0,36
11,97,76
77,77,83
125,125,95
92,0,95
0,0,51
15,48,48
0,68,53
0,40,40
10,45,45
70,25,86
121,0,85
91,0,72
48,0,57
18,18,38
65,121,85
9,66,57
40,40,40
94,0,68
0,0,35
0,50,50
170,170,135
70,0,85
0,44,59
25,25,25
0,30,48
0,0,51
15,0,42
0,24,54
45,0,45
0,0,35
99,54,90
74,50,99
0,58,49
0,0,40
0,42,50
0,0,83
99,0,100
30,0,35
42,0,42
0,0,57
95,0,75
20,0,30
0,0,45
15,39,39
50,0,50
51,0,51
89,89,55
0,25,25
40,40,40
40,0,40
50,30,50
0,0,47
100,80,85
86,86,76
63,0,73
0,47,65
0,64,61
48,48,48
0,9,24
0,115,75
0,30,30
0,0,115
94,29,99
45,50,50
0,110,70
102,39,129
25,62,55
0,0,86
50,50,50
18,45,45
39,80,71
40,40,40
27,54,54
79,79,54
101,107,80
0,0,58
0,0,35
9,0,41
0,0,51
48,0,91
40,40,40
21,88,79
102,105,105
95,74,86
54,57,57
0,129,92
50,0,85
0,0,77
0,50,70
0,129,108
0,0,108
79,0,71
50,50,50
87,0,82
0,39,39
3,115,115
84,64,70
35,35,35
67,67,58
40,0,45
21,0,40
3,0,35
0,105,99
66,0,45
10,27,18
0,60,55
54,60,60
81,87,81
92,0,101
61,32,52
0,85,85
30,0,30
0,0,35
44,0,76
0,0,15
0,35,35
72,99,87
112,0,109
58,100,85
54,0,110
100,0,90
58,18,91
0,81,81
0,9,39
0,0,109
80,95,65
0,0,50
117,0,117
0,50,50
30,30,89
45,33,85
36,46,46
95,45,70
0,105,80
0,0,35
118,121,100
18,50,50
40,45,45
45,0,45
50,0,50
25,35,35
0,57,57
50,54,54
69,0,90
10,71,61
57,0,57
9,0,50
15,30,30
84,84,84
0,0,30
0,45,45
0,124,114
12,105,105
30,50,50
0,0,50
105,105,65
18,0,45
56,100,75
0,112,77
0,50,50
0,35,76
3,43,73
0,83,78
0,40,70
0,0,71
15,0,44
37,57,48
82,0,49
0,30,57
8,0,60
110,110,60
146,146,92
119,119,90
27,0,87
0,0,80
35,0,50
0,0,72
0,120,61
0,0,50
70,0,97
30,0,30
0,39,39
45,0,45
56,50,37
93,93,63
6,90,50
0,0,55
42,0,45
80,62,92
0,100,75
0,0,80
39,45,45
42,0,57
109,0,94
6,50,50
15,0,45
71,71,71
110,116,115
15,36,36
0,51,51
50,50,50
0,40,40
120,0,90
0,0,95
50,50,50
95,82,95
50,0,50
0,0,89
5,0,40
90,0,90
50,0,50
95,0,95
0,100,93
40,0,40
25,45,45
0,42,42
0,0,50
0,119,119
113,128,93
61,0,96
0,108,93
10,57,57
0,0,110
110,125,100
80,0,95
0,63,63
65,0,74
5,50,50
30,40,40
105,54,110
45,45,45
60,69,55
0,0,40
0,18,78
5,42,42
0,0,61
0,0,39
0,0,48
159,159,74
52,0,92
0,6,56
18,42,42
0,0,31
25,25,25
0,0,85
119,134,75
54,69,54
50,0,50
50,50,50
74,0,53
9,92,59
27,42,35
0,71,66
105,30,65
89,95,89
9,0,32
0,0,58
30,45,45
40,54,54
0,150,90
0,0,73
0,0,50
0,101,71
40,21,61
26,69,46
115,0,75
59,0,59
78,87,57
98,63,56
3,48,48
109,0,144
38,0,65
0,15,77
49,59,49
0,0,40
50,0,50
40,40,40
73,130,103
0,3,63
100,65,90
46,0,41
0,0,39
36,9,45
45,35,45
115,115,60
25,40,40
3,0,33
55,0,44
45,45,45
0,105,95
0,0,112
0,0,60
45,0,45
10,0,96
75,116,75
0,65,60
30,30,30
64,9,67
12,0,68
0,87,87
0,80,77
90,90,60
0,0,61
28,45,35
98,0,75
86,118,73
0,33,83
0,0,108
0,0,45
0,21,45
70,70,55
0,50,50
29,0,89
30,84,60
89,54,84
56,83,57
125,0,68
0,50,50
0,39,39
85,21,96
30,30,30
0,0,57
12,48,48
42,42,42
0,79,52
0,0,70
0,35,35
88,88,88
60,0,48
135,0,70
0,0,70
0,30,30
0,50,50
0,91,91
113,113,70
0,0,47
0,0,33
113,0,77
0,137,86
45,6,45
0,50,50
50,146,119
40,50,50
35,0,45
0,0,45
45,50,50
0,70,67
80,89,80
0,0,70
52,107,82
116,0,104
15,0,120
0,50,50
83,0,83
54,87,63
18,9,48
0,0,50
130,95,90
50,9,50
3,0,24
75,0,75
21,0,40
70,90,85
0,40,40
39,50,50
45,0,58
70,0,83
9,0,33
170,170,140
0,77,47
35,0,42
92,92,92
0,0,90
110,145,125
0,44,89
0,153,120
18,35,35
80,80,70
35,0,97
34,24,48
20,0,45
39,21,42
9,45,45
15,0,50
54,0,64
18,0,65
0,33,35
70,117,90
54,94,80
0,0,110
0,0,45
12,30,30
0,106,86
0,33,39
59,77,77
112,0,89
48,0,60
0,12,12
12,50,50
63,63,63
24,0,74
45,30,51
18,18,27
45,0,51
77,0,103
12,0,85
0,79,65
0,170,95
54,0,54
122,122,82
54,6,60
18,18,78
18,50,50
3,88,100
27,48,48
0,24,39
63,113,113
33,42,42
54,54,54
15,112,112
50,42,50
0,10,10
6,80,79
36,42,48
49,0,99
15,40,40
100,27,137
35,35,35
35,40,40
77,0,77
35,35,35
28,41,38
0,35,35
0,0,67
99,144,99
80,90,75
0,0,48
50,30,50
73,18,73
0,0,15
6,75,69
134,0,107
0,42,42
3,3,50
5,0,35
35,35,35
95,95,75
112,150,115
0,0,54
0,15,50
97,97,76
130,0,130
50,90,90
21,0,50
27,48,48
0,0,50
27,123,87
42,42,42
0,0,57
0,0,36
0,25,30
39,40,40
39,0,114
0,6,50
6,0,104
0,0,40
0,77,71
0,126,126
67,0,67
20,20,20
81,102,82
126,6,106
0,40,40
0,97,95
0,119,101
0,0,54
0,0,37
83,83,54
68,68,65
0,9,30
117,9,99
0,0,90
70,121,75
110,0,85
27,0,50
0,66,54
52,0,52
0,18,18
0,0,45
0,86,59
99,99,96
50,0,50
130,130,90
122,95,80
0,50,50
136,136,85
50,0,50
0,145,85
63,0,58
30,0,45
0,35,35
45,45,45
18,65,85
178,0,90
0,40,40
0,0,100
0,156,95
130,0,75
65,0,50
21,108,108
0,0,80
30,0,30
9,0,18
50,50,50
56,59,78
104,0,60
0,45,45
0,15,24
0,0,85
0,135,56
0,71,71
79,0,59
85,0,75
96,36,65
0,90,62
87,107,69
95,0,50
102,0,54
92,0,80
0,30,45
0,0,85
0,0,45
130,130,100
0,0,33
0,0,72
0,112,65
36,12,54
101,115,80
0,73,47
0,101,90
24,0,43
81,0,63
55,0,36
87,92,70
95,95,65
0,0,75
0,0,75
0,98,66
0,0,65
0,48,45
100,0,64
19,0,77
0,67,59
105,0,80
0,0,36
0,0,65
0,0,85
0,86,66
0,50,50
27,0,51
0,0,59
5,40,40
0,45,45
74,74,74
0,39,30
24,0,83
0,24,67
35,0,37
45,45,45
40,0,40
115,110,80
128,21,113
51,130,95
90,0,45
85,0,83
0,0,50
0,130,90
160,125,95
9,92,74
84,99,57
50,0,50
123,123,90
63,86,68
93,93,75
0,111,87
3,46,46
90,0,75
69,93,54
0,6,74
0,37,31
94,0,85
30,0,60
0,0,30
0,0,36
0,0,60
0,0,60
0,0,45
56,0,60
0,114,93
0,9,33
90,109,109
148,0,94
106,117,70
51,86,81
0,0,27
103,0,103
0,0,75
102,0,69
0,25,73
0,73,64
0,0,75
113,0,113
0,0,24
45,45,45
0,0,25
9,0,39
61,61,49
0,48,33
0,0,50
12,0,80
100,0,75
0,0,84
36,78,51
60,0,66
0,0,51
103,0,78
0,54,54
63,63,45
100,100,70
102,96,90
0,0,85
72,102,72
0,77,57
0,39,39
0,0,119
0,59,65
0,0,105
0,0,91
0,0,60
0,0,51
0,0,50
0,42,42
30,0,42
3,0,57
40,40,94
85,85,58
61,0,100
0,117,92
0,50,50
74,15,74
51,21,39
64,99,55
68,0,68
49,54,49
0,54,54
0,24,51
0,0,77
43,43,46
132,132,115
88,117,82
0,6,6
24,0,25
0,0,51
121,0,88
0,45,45
0,0,55
0,50,50
71,0,65
87,87,75
94,106,67
0,0,50
120,120,81
72,87,87
0,105,102
94,30,85
21,25,30
50,0,50
18,83,68
70,80,65
0,117,75
107,110,95
0,0,40
151,77,109
40,40,40
48,0,54
0,0,37
38,44,36
69,109,94
0,93,70
0,0,67
79,0,76
96,6,80
0,0,85
0,0,50
54,0,54
0,0,99
119,134,119
0,0,90
0,74,71
0,0,52
30,0,39
0,0,45
12,50,50
40,40,40
40,40,40
0,0,85
0,25,25
60,82,83
0,70,70
100,118,100
0,118,83
0,20,27
59,0,41
83,0,57
0,0,85
0,15,54
95,0,75
15,0,20
40,85,85
35,35,35
24,24,84
0,50,50
0,45,45
94,0,85
5,45,45
0,27,102
35,0,35
57,24,57
0,125,90
36,50,80
70,45,70
54,66,86
40,60,60
92,107,75
39,57,57
111,0,75
0,62,42
0,50,50
70,15,90
50,50,50
0,25,93
20,0,105
145,104,127
107,0,107
30,50,50
0,81,61
0,31,72
9,95,92
135,135,95
25,35,35
70,70,61
95,120,75
45,45,45
35,0,36
135,0,100
6,56,56
0,12,66
0,0,35
0,27,77
36,71,66
50,0,50
85,87,92
60,0,55
122,0,94
0,0,42
81,3,48
9,62,86
61,0,75
0,17,42
0,31,24
0,0,100
0,130,90
109,0,62
50,50,50
0,0,65
159,159,99
35,35,45
9,18,35
75,0,80
0,0,35
70,0,45
35,0,47
0,92,74
25,25,25
0,92,72
0,108,78
0,24,84
57,0,72
0,18,68
87,93,66
86,163,101
0,0,55
68,68,56
0,39,39
50,50,50
0,0,26
0,0,50
9,0,82
25,0,35
9,9,54
156,156,120
0,0,36
82,87,62
75,75,66
105,112,97
105,105,88
0,0,40
0,78,78
48,0,31
0,0,40
50,0,96
0,0,105
0,0,83
105,0,105
56,70,70
40,40,40
110,0,80
30,9,39
0,12,52
5,95,80
25,50,50
0,55,57
35,35,35
0,88,60
117,62,77
5,0,57
5,20,50
90,0,80
27,42,42
130,130,120
0,66,66
24,54,54
0,130,130
87,0,95
0,0,48
82,85,55
0,97,82
12,93,69
38,103,58
102,0,60
35,0,50
45,0,45
0,63,60
0,104,104
71,0,62
35,50,50
40,0,50
0,0,51
0,0,79
0,0,79
0,0,90
0,35,35
101,0,80
109,71,80
0,89,61
105,0,78
0,119,89
0,0,103
58,0,88
48,0,48
104,104,94
9,35,35
0,57,57
0,61,40
65,0,97
0,45,45
114,74,94
30,35,35
115,0,119
5,94,62
73,0,48
92,6,57
35,40,40
45,45,45
15,15,24
30,30,45
155,155,134
0,10,50
6,0,70
39,0,75
0,30,60
66,3,63
6,0,99
21,42,42
0,0,67
0,27,54
0,0,33
107,128,93
0,54,127
0,39,42
40,110,90
0,48,48
0,0,110
51,51,51
54,27,54
105,105,105
100,0,91
35,50,50
88,0,85
51,0,51
0,0,5
53,0,77
0,0,40
70,84,74
60,105,105
51,94,94
0,142,122
117,117,107
65,86,66
0,40,40
30,0,35
119,143,138
0,21,21
30,136,110
45,45,45
48,0,48
75,0,57
0,130,116
0,110,101
20,0,36
45,45,45
63,0,93
0,88,67
0,33,48
18,97,70
40,45,45
21,0,48
10,0,40
124,124,97
105,0,80
0,0,63
0,24,85
30,12,75
15,0,30
0,50,50
0,0,117
76,76,61
51,24,51
50,55,50
0,92,65
35,0,45
122,143,111
101,0,65
65,0,48
0,0,65
0,43,83
0,49,90
0,20,95
0,139,100
0,129,87
42,45,45
48,0,75
35,61,55
129,0,74
12,130,130
40,0,50
108,53,113
55,55,75
0,50,50
30,30,98
81,0,81
102,0,90
0,0,9
46,96,81
12,39,39
69,0,70
40,40,40
0,103,73
91,90,90
15,0,45
50,50,50
86,0,66
81,0,86
0,0,72
39,50,50
36,48,48
0,0,98
42,15,57
0,30,30
15,21,21
15,50,50
18,112,94
0,71,56
30,80,80
0,60,60
50,70,70
3,0,126
9,30,30
0,89,89
125,125,125
0,40,40
0,0,66
70,0,80
12,50,50
6,6,110
60,0,85
0,95,95
69,9,54
5,20,65
75,0,75
0,0,50
0,40,40
104,114,89
0,138,105
45,45,45
42,42,42
6,100,79
30,0,32
50,50,50
125,0,105
0,0,35
36,96,66
92,132,132
3,3,95
40,0,40
3,3,45
57,57,57
45,0,45
50,0,50
93,0,73
15,70,65
50,50,50
3,57,73
9,0,25
40,46,41
61,61,48
95,0,115
20,80,80
39,40,45
6,50,50
60,0,106
6,61,72
59,65,60
9,48,48
0,0,50
81,81,81
0,130,130
0,27,22
0,0,45
0,48,48
35,50,50
0,48,48
45,45,45
76,76,76
69,87,84
138,0,115
60,0,70
88,118,106
0,160,127
35,35,35
10,0,24
27,42,42
0,159,129
0,0,35
0,0,100
27,0,35
0,0,110
24,0,69
15,33,33
81,0,81
50,50,50
107,107,80
0,0,80
0,51,51
145,145,118
0,0,30
52,0,52
45,6,45
95,50,85
74,74,74
0,84,85
27,0,79
77,70,72
5,35,40
30,30,30
110,130,75
45,0,45
110,110,95
89,42,53
77,0,72
0,6,45
18,125,101
15,0,20
50,0,54
20,0,20
15,90,75
85,0,56
120,120,100
5,15,15
84,111,111
0,0,45
56,60,56
50,50,50
59,67,62
0,0,50
82,82,82
0,52,54
0,160,115
67,27,79
20,20,25
40,40,40
0,0,91
0,0,147
30,57,57
0,65,65
36,0,36
111,96,111
0,50,50
35,48,48
0,0,55
0,0,66
40,0,40
85,0,85
6,20,20
0,0,74
0,115,100
35,35,35
0,0,21
0,0,35
87,0,102
105,0,95
0,0,40
39,0,39
40,40,40
0,163,115
38,0,99
118,148,118
0,35,35
0,80,75
122,122,102
0,69,69
150,150,105
116,0,70
102,102,77
0,11,11
55,25,45
35,35,35
50,54,54
25,50,50
30,60,60
0,53,50
0,35,110
45,53,80
98,0,88
93,0,83
0,111,102
0,87,75
45,54,54
120,0,90
0,120,120
114,114,75
0,0,72
0,0,69
60,0,51
0,59,62
45,0,45
18,18,40
21,36,36
0,57,57
93,45,48
80,86,56
30,60,35
3,0,50
9,45,45
0,10,60
106,0,55
0,90,90
0,130,90
80,80,50
0,0,88
115,0,65
12,0,54
141,74,101
108,108,75
62,62,35
74,83,53
0,0,33
0,100,55
6,0,77
9,94,74
53,0,83
90,0,98
20,99,55
110,0,65
0,0,92
63,0,51
0,0,52
119,119,49
21,0,66
0,0,77
0,39,39
0,48,35
0,0,70
0,0,50
0,92,50
32,24,27
90,0,66
0,0,45
89,92,59
0,105,56
25,0,36
45,0,90
0,0,42
0,40,40
40,50,35
104,83,80
0,126,75
68,71,50
0,0,70
0,41,38
72,90,54
0,50,50
67,0,55
58,0,39
54,0,54
18,0,36
12,28,48
40,0,45
66,66,33
0,25,25
165,0,85
0,45,45
0,0,45
0,30,30
0,20,80
50,50,50
0,27,27
105,18,78
135,18,63
0,48,83
72,87,57
50,50,50
21,15,36
90,0,75
9,0,21
95,21,95
26,0,31
0,0,45
89,89,56
25,50,50
50,0,77
0,0,66
0,105,78
18,77,56
0,93,60
123,0,75
24,0,101
54,0,88
84,134,77
75,0,45
0,100,80
0,56,41
0,0,50
0,0,39
132,0,80
0,0,93
0,101,76
36,0,81
0,87,60
0,0,65
0,107,71
24,24,45
102,102,87
0,0,72
140,86,91
20,51,51
114,0,80
0,18,88
61,92,72
6,40,40
0,96,82
49,0,65
30,9,40
0,35,62
0,180,95
134,134,109
82,58,50
50,50,50
54,39,54
94,0,55
0,0,70
40,48,48
97,0,79
15,0,20
0,50,50
0,0,40
0,0,68
40,0,40
33,33,33
62,0,44
0,45,45
14,0,31
115,115,85
48,30,48
0,0,95
15,0,40
0,50,50
27,97,52
90,0,55
0,160,95
0,0,85
122,122,85
45,45,45
84,0,57
0,0,57
106,140,96
15,0,80
0,0,65
93,93,75
0,84,57
0,15,80
0,57,54
0,0,69
0,15,62
